iter	Passed	Remaining
209	810	3048
210	813	3042
211	817	3038
212	821	3033
213	824	3029
214	828	3025
215	832	3020
216	835	3015
217	839	3011
218	843	3008
219	846	3000
220	850	2996
221	853	2992
222	857	2988
223	861	2985
224	865	2981
225	869	2978
226	873	2975
227	877	2970
228	880	2965
229	884	2961
230	888	2957
231	892	2953
232	895	2949
233	899	2944
234	904	2942
235	907	2938
236	911	2934
237	915	2930
238	919	2928
239	923	2923
240	926	2919
241	930	2915
242	935	2913
243	938	2908
244	942	2905
245	946	2902
246	951	2900
247	955	2896
248	958	2891
249	962	2888
250	966	2883
251	970	2879
252	974	2876
253	978	2872
254	982	2871
255	986	2868
256	991	2865
257	995	2863
258	999	2860
259	1002	2852
260	1006	2848
261	1009	2844
262	1014	2841
263	1016	2833
264	1020	2830
265	1023	2825
266	1027	2821
267	1031	2818
268	1036	2815
269	1040	2812
270	1044	2809
271	1047	2804
272	1051	2799
273	1055	2795
274	1059	2792
275	1063	2788
276	1066	2784
277	1070	2779
278	1074	2776
279	1078	2774
280	1083	2771
281	1086	2767
282	1091	2764
283	1095	2762
284	1099	2759
285	1104	2756
286	1108	2754
287	1112	2750
288	1116	2746
289	1121	2745
290	1127	2747
291	1132	2745
292	1135	2739
293	1140	2738
294	1144	2735
295	1149	2732
296	1153	2730
297	1157	2727
298	1162	2724
299	1165	2720
300	1169	2716
301	1173	2712
302	1177	2709
303	1182	2707
304	1188	2708
305	1192	2705
306	1196	2701
307	1201	2699
308	1205	2696
309	1209	2692
310	1214	2690
311	1218	2686
312	1222	2683
313	1226	2680
314	1231	2677
315	1237	2679
316	1241	2675
317	1246	2673
318	1250	2670
319	1254	2666
320	1258	2662
321	1262	2658
322	1266	2655
323	1270	2650
324	1274	2646
325	1276	2640
326	1281	2636
327	1285	2632
328	1288	2628
329	1292	2623
330	1295	2619
331	1299	2615
332	1303	2611
333	1307	2606
334	1310	2601
335	1314	2598
336	1318	2594
337	1322	2590
338	1326	2585
339	1329	2581
340	1333	2577
341	1337	2572
342	1340	2568
343	1344	2563
344	1348	2559
345	1351	2555
346	1354	2548
347	1357	2544
348	1361	2539
349	1365	2535
350	1368	2531
351	1372	2526
352	1375	2521
353	1379	2517
354	1383	2513
355	1386	2509
356	1390	2505
357	1394	2501
358	1398	2497
359	1402	2493
360	1406	2489
361	1410	2485
362	1414	2481
363	1418	2477
364	1422	2474
365	1426	2470
366	1429	2466
367	1433	2461
368	1437	2457
369	1441	2455
370	1446	2451
371	1449	2447
372	1453	2443
373	1457	2440
374	1461	2436
375	1465	2432
376	1469	2428
377	1474	2426
378	1478	2422
379	1482	2418
380	1487	2415
381	1491	2413
382	1495	2409
383	1499	2405
384	1503	2402
385	1508	2398
386	1512	2395
387	1516	2391
388	1521	2389
389	1525	2386
390	1530	2383
391	1534	2380
392	1539	2377
393	1543	2374
394	1547	2370
395	1552	2368
396	1557	2364
397	1561	2361
398	1565	2357
399	1570	2355
400	1574	2352
401	1578	2348
402	1583	2346
403	1587	2342
404	1591	2338
405	1595	2334
406	1599	2330
407	1603	2327
408	1608	2323
409	1611	2319
410	1616	2316
411	1620	2312
412	1624	2308
413	1628	2304
414	1632	2301
415	1636	2297
416	1639	2291
417	1643	2287
418	1647	2284
419	1651	2280
420	1655	2276
421	1659	2272
422	1663	2269
423	1667	2264
424	1671	2260
425	1675	2257
426	1677	2251
427	1681	2247
428	1685	2243
429	1689	2239
430	1693	2236
431	1697	2232
432	1701	2228
433	1705	2223
434	1709	2220
435	1713	2216
436	1716	2210
437	1719	2206
438	1724	2203
439	1727	2199
440	1731	2195
441	1735	2190
442	1739	2186
443	1742	2182
444	1746	2178
445	1751	2175
446	1755	2171
447	1759	2167
448	1763	2163
449	1766	2158
450	1770	2154
451	1774	2151
452	1777	2146
453	1781	2142
454	1784	2137
455	1788	2133
456	1792	2129
457	1796	2125
458	1800	2121
459	1804	2118
460	1808	2114
461	1812	2110
462	1815	2106
463	1820	2102
464	1824	2098
465	1828	2094
466	1832	2091
467	1837	2088
468	1841	2085
469	1845	2080
470	1849	2077
471	1853	2073
472	1857	2069
473	1861	2065
474	1864	2060
475	1868	2056
476	1872	2052
477	1876	2048
478	1880	2044
479	1884	2041
480	1887	2036
481	1891	2032
482	1896	2030
483	1900	2026
484	1904	2022
485	1908	2018
486	1913	2015
487	1915	2009
488	1919	2005
489	1923	2001
490	1927	1998
491	1931	1994
492	1935	1990
493	1939	1986
494	1944	1983
495	1948	1979
496	1952	1975
497	1955	1971
498	1960	1967
499	1964	1964
500	1967	1960
501	1971	1955
502	1975	1952
503	1978	1947
504	1982	1943
505	1986	1939
506	1990	1935
507	1994	1932
508	1998	1928
509	2002	1923
510	2006	1919
511	2010	1915
512	2014	1912
513	2017	1908
514	2022	1904
515	2025	1900
516	2029	1896
517	2033	1892
518	2037	1888
519	2041	1884
520	2045	1881
521	2049	1876
522	2053	1873
523	2057	1869
524	2060	1864
525	2064	1860
526	2068	1856
527	2072	1852
528	2074	1846
529	2078	1842
530	2081	1838
531	2086	1835
532	2090	1831
533	2094	1827
534	2097	1823
535	2102	1819
536	2105	1815
537	2109	1811
538	2112	1807
539	2116	1803
540	2120	1799
541	2124	1795
542	2127	1790
543	2132	1787
544	2136	1783
545	2139	1779
546	2143	1775
547	2147	1770
548	2151	1767
549	2155	1763
550	2159	1759
551	2163	1755
552	2166	1751
553	2170	1747
554	2174	1743
555	2177	1739
556	2181	1735
557	2185	1731
558	2189	1727
559	2192	1722
560	2196	1719
561	2201	1715
562	2204	1711
563	2208	1707
564	2212	1703
565	2216	1699
566	2220	1695
567	2224	1691
568	2228	1687
569	2232	1683
570	2235	1679
571	2239	1675
572	2243	1671
573	2247	1667
574	2251	1663
575	2255	1659
576	2259	1656
577	2263	1652
578	2266	1648
579	2269	1643
580	2273	1639
581	2276	1635
582	2279	1630
583	2283	1626
584	2286	1622
585	2290	1618
586	2293	1613
587	2297	1609
588	2300	1605
589	2304	1601
590	2308	1597
591	2312	1593
592	2315	1589
593	2318	1584
594	2321	1580
595	2325	1576
596	2328	1571
597	2331	1567
598	2335	1563
599	2338	1559
600	2342	1555
601	2346	1551
602	2349	1546
603	2353	1543
604	2357	1538
605	2360	1534
606	2363	1530
607	2367	1526
608	2370	1522
609	2374	1517
610	2377	1513
611	2380	1509
612	2384	1505
613	2388	1501
614	2392	1497
615	2395	1493
616	2399	1489
617	2402	1485
618	2406	1480
619	2409	1476
620	2412	1472
621	2416	1468
622	2419	1464
623	2423	1460
624	2426	1455
625	2429	1451
626	2433	1447
627	2437	1443
628	2441	1439
629	2444	1435
630	2448	1432
631	2452	1427
632	2455	1423
633	2459	1419
634	2462	1415
635	2466	1411
636	2469	1407
637	2472	1403
638	2476	1398
639	2479	1394
640	2483	1390
641	2486	1386
642	2489	1382
643	2493	1378
644	2496	1374
645	2500	1370
646	2503	1365
647	2506	1361
648	2510	1357
649	2514	1353
650	2517	1349
651	2521	1345
652	2523	1341
653	2527	1337
654	2530	1333
655	2534	1329
656	2537	1324
657	2541	1320
658	2545	1317
659	2549	1313
660	2552	1308
661	2555	1304
662	2559	1300
663	2562	1296
664	2566	1292
665	2569	1288
666	2573	1284
667	2576	1280
668	2580	1276
669	2583	1272
670	2586	1268
671	2588	1263
672	2591	1259
673	2595	1255
674	2598	1251
675	2601	1247
676	2605	1243
677	2608	1239
678	2612	1234
679	2615	1230
680	2619	1226
681	2623	1223
682	2626	1218
683	2629	1214
684	2632	1210
685	2636	1206
686	2640	1202
687	2643	1198
688	2647	1194
689	2650	1190
690	2654	1186
691	2657	1182
692	2660	1178
693	2663	1174
694	2667	1170
695	2670	1166
696	2674	1162
697	2677	1158
698	2681	1154
699	2685	1150
700	2689	1147
701	2692	1142
702	2695	1138
703	2698	1134
704	2702	1130
705	2705	1126
706	2709	1122
707	2712	1118
708	2716	1114
709	2719	1110
710	2722	1106
711	2726	1102
712	2729	1098
713	2733	1094
714	2736	1090
715	2740	1086
716	2743	1083
717	2747	1079
718	2750	1075
719	2754	1071
720	2756	1066
721	2759	1062
722	2763	1058
723	2766	1054
724	2770	1050
725	2773	1046
726	2776	1042
727	2780	1038
728	2784	1034
729	2787	1030
730	2790	1027
731	2794	1023
732	2797	1019
733	2801	1015
734	2804	1011
735	2808	1007
736	2811	1003
737	2815	999
738	2818	995
739	2821	991
740	2825	987
741	2828	983
742	2832	979
743	2835	975
744	2838	971
745	2842	967
746	2845	963
747	2849	959
748	2852	955
749	2855	951
750	2859	948
751	2862	944
752	2865	940
753	2869	936
754	2872	932
755	2876	928
756	2879	924
757	2882	920
758	2886	916
759	2889	912
760	2893	908
761	2896	904
762	2899	900
763	2902	896
764	2906	892
765	2910	889
766	2913	885
767	2916	881
768	2920	877
769	2924	873
770	2927	869
771	2931	865
772	2934	861
773	2938	857
774	2941	853
775	2944	849
776	2946	845
777	2950	841
778	2953	837
779	2957	834
780	2960	830
781	2963	826
782	2967	822
783	2970	818
784	2973	814
785	2977	810
786	2980	806
787	2982	802
788	2986	798
789	2990	794
790	2993	791
791	2997	787
792	3001	783
793	3003	779
794	3007	775
795	3010	771
796	3013	767
797	3017	763
798	3021	760
799	3025	756
800	3028	752
801	3032	748
802	3035	744
803	3039	740
804	3043	737
805	3046	733
806	3050	729
807	3054	725
808	3057	721
809	3061	718
810	3065	714
811	3068	710
812	3071	706
813	3075	702
814	3079	698
815	3082	695
816	3086	691
817	3089	687
818	3091	683
819	3095	679
820	3099	675
821	3102	671
822	3106	668
823	3109	664
824	3113	660
825	3116	656
826	3120	652
827	3123	648
828	3127	645
829	3130	641
830	3134	637
831	3137	633
832	3141	629
833	3144	625
834	3148	622
835	3151	618
836	3154	614
837	3159	610
838	3162	606
839	3165	603
840	3169	599
841	3173	595
842	3176	591
843	3180	587
844	3183	583
845	3187	580
846	3190	576
847	3194	572
848	3197	568
849	3201	564
850	3204	561
851	3208	557
852	3212	553
853	3215	549
854	3219	545
855	3223	542
856	3226	538
857	3230	534
858	3233	530
859	3237	527
860	3240	523
861	3244	519
862	3247	515
863	3251	511
864	3254	507
865	3258	504
866	3261	500
867	3265	496
868	3268	492
869	3272	488
870	3275	485
871	3278	481
872	3282	477
873	3286	473
874	3289	469
875	3292	466
876	3296	462
877	3299	458
878	3303	454
879	3307	450
880	3310	447
881	3313	443
882	3317	439
883	3321	435
884	3324	432
885	3328	428
886	3331	424
887	3335	420
888	3338	416
889	3342	413
890	3345	409
891	3349	405
892	3352	401
893	3356	397
894	3359	394
895	3363	390
896	3366	386
897	3370	382
898	3373	379
899	3377	375
900	3380	371
901	3384	367
902	3387	363
903	3391	360
904	3394	356
905	3398	352
906	3401	348
907	3405	345
908	3408	341
909	3412	337
910	3415	333
911	3419	329
912	3423	326
913	3427	322
914	3431	318
915	3434	314
916	3437	311
917	3441	307
918	3444	303
919	3448	299
920	3451	296
921	3454	292
922	3458	288
923	3462	284
924	3465	280
925	3468	277
926	3472	273
927	3475	269
928	3479	265
929	3482	262
930	3486	258
931	3490	254
932	3493	250
933	3497	247
934	3500	243
935	3504	239
936	3507	235
937	3511	232
938	3514	228
939	3517	224
940	3521	220
941	3524	217
942	3528	213
943	3531	209
944	3535	205
945	3539	202
946	3542	198
947	3546	194
948	3549	190
949	3553	187
950	3557	183
951	3560	179
952	3564	175
953	3567	172
954	3571	168
955	3574	164
956	3578	160
957	3581	157
958	3585	153
959	3588	149
960	3592	145
961	3596	142
962	3599	138
963	3603	134
964	3606	130
965	3609	127
966	3613	123
967	3616	119
968	3620	115
969	3623	112
970	3626	108
971	3630	104
972	3633	100
973	3637	97
974	3640	93
975	3643	89
976	3646	85
977	3649	82
978	3652	78
979	3656	74
980	3659	70
981	3663	67
982	3666	63
983	3669	59
984	3673	55
985	3676	52
986	3680	48
987	3683	44
988	3687	41
989	3690	37
990	3694	33
991	3697	29
992	3701	26
993	3704	22
994	3707	18
995	3711	14
996	3714	11
997	3717	7
998	3721	3
999	3723	0
