iter	Logloss
336	0.3495165949
337	0.3492748758
338	0.3490384309
339	0.3487716343
340	0.348279472
341	0.3480389802
342	0.3476310067
343	0.3472872527
344	0.3468497235
345	0.3465049412
346	0.3464791339
347	0.3462474989
348	0.3459107109
349	0.3455450307
350	0.3452414471
351	0.3448639579
352	0.3446954478
353	0.3441664986
354	0.343786024
355	0.3434818102
356	0.3432208517
357	0.3428330463
358	0.3424207604
359	0.3422348022
360	0.3420329218
361	0.3417601876
362	0.3415660029
363	0.3411579298
364	0.3408100957
365	0.3403901473
366	0.3400645712
367	0.3398671358
368	0.3393483701
369	0.3392163816
370	0.3388098012
371	0.3385684469
372	0.3383162789
373	0.3381416653
374	0.3376907349
375	0.337550354
376	0.3373137101
377	0.3368933636
378	0.3366681306
379	0.3363119374
380	0.336133874
381	0.3358318163
382	0.3356409819
383	0.3355011318
384	0.3353114253
385	0.334954834
386	0.3347656913
387	0.3344619751
388	0.3341693049
389	0.3338561348
390	0.3336484163
391	0.3333130546
392	0.3329329117
393	0.3327347797
394	0.3325812962
395	0.3323630623
396	0.3321256886
397	0.3319888571
398	0.3317629939
399	0.331495368
400	0.3313455996
401	0.331201769
402	0.3308025194
403	0.330426921
404	0.330248161
405	0.3300620701
406	0.3298087742
407	0.329509138
408	0.3292392233
409	0.3290671971
410	0.3287478903
411	0.3284874958
412	0.3283280082
413	0.3280613775
414	0.3277332472
415	0.3275071517
416	0.327403392
417	0.327189404
418	0.3269256592
419	0.3267345263
420	0.3262500265
421	0.3260037298
422	0.3257568359
423	0.3256490293
424	0.3253783848
425	0.325238402
426	0.3252036053
427	0.324722091
428	0.3243814883
429	0.3241828587
430	0.3239730172
431	0.3236853558
432	0.3234570711
433	0.3231842041
434	0.3229753909
435	0.322809435
436	0.3227422631
437	0.3225769043
438	0.3222948157
439	0.3217910103
440	0.3214841096
441	0.3212104466
442	0.3210103574
443	0.3207886406
444	0.3203459367
445	0.3199180603
446	0.3198100214
447	0.3195636252
448	0.3194011191
449	0.3193054199
450	0.3191695172
451	0.3188749894
452	0.3187347412
453	0.3184706315
454	0.3184240258
455	0.3181910308
456	0.3180029828
457	0.3178043531
458	0.3175962033
459	0.317406928
460	0.3172113833
461	0.3169140691
462	0.3167934252
463	0.3166034533
464	0.3162342901
465	0.316075267
466	0.3159167746
467	0.3154258065
468	0.31525723
469	0.3149321183
470	0.3147314984
471	0.3144948545
472	0.3143331113
473	0.3141558772
474	0.3141269186
475	0.3137880408
476	0.3136802342
477	0.3134427941
478	0.3133086495
479	0.3131980564
480	0.3129992941
481	0.3128033514
482	0.3125877049
483	0.3124434098
484	0.3121998663
485	0.3118027397
486	0.3116177103
487	0.3116104126
488	0.3115053923
489	0.3113098808
490	0.3111767313
491	0.3108871128
492	0.3106501372
493	0.3104447738
494	0.3102253126
495	0.3099845555
496	0.3097794243
497	0.3096206665
498	0.3094005419
499	0.3091533495
500	0.308900319
501	0.3086182304
502	0.3082799497
503	0.3081765216
504	0.308054584
505	0.3079197759
506	0.3078136942
507	0.3074099333
508	0.3069838814
509	0.3067909572
510	0.3065860914
511	0.3062730872
512	0.3060396941
513	0.3058491251
514	0.3056359664
515	0.30541279
516	0.3051552482
517	0.3050526163
518	0.3048338517
519	0.3045419776
520	0.3043763534
521	0.3042049906
522	0.3038554316
523	0.3036606498
524	0.3036345109
525	0.3033624732
526	0.3030743806
527	0.3028334908
528	0.3028285151
529	0.3025655332
530	0.3022349482
531	0.3018992548
532	0.3017336306
533	0.3016138823
534	0.3015036541
535	0.3012515524
536	0.3009750366
537	0.3008746603
538	0.3006536069
539	0.3004561715
540	0.300148541
541	0.2998120515
542	0.2995577605
543	0.299170917
544	0.2989115839
545	0.2986355989
546	0.2983145341
547	0.2980354309
548	0.2978970403
549	0.2976276564
550	0.2974582838
551	0.2971904257
552	0.2968109463
553	0.2965616309
554	0.2964688508
555	0.2963602481
556	0.2961742899
557	0.2960496654
558	0.2957639611
559	0.2955597587
560	0.2952417788
561	0.2950853431
562	0.2948854529
563	0.2947364475
564	0.2945563938
565	0.2942995154
566	0.2941087142
567	0.2939252439
568	0.2937347412
569	0.2935256958
570	0.2932063227
571	0.2930186064
572	0.2928811446
573	0.2928189485
574	0.2926919025
575	0.2924229497
576	0.2923232369
577	0.2921135944
578	0.2919167228
579	0.2916733452
580	0.2915080527
581	0.2913272692
582	0.2910895306
583	0.2908546116
584	0.2907214953
585	0.2904194044
586	0.2902253856
587	0.2900282487
588	0.2897003174
589	0.2893248517
590	0.2889888598
591	0.2887362605
592	0.2885292717
593	0.2885149417
594	0.2883993729
595	0.2882598877
596	0.2880958225
597	0.2878991168
598	0.287646418
599	0.2874681556
600	0.2872303507
601	0.2871152131
602	0.2869203982
603	0.2866669696
604	0.2864694347
605	0.2862213135
606	0.2861054794
607	0.2860002601
608	0.2857040405
609	0.2853876197
610	0.2852673074
611	0.2851806641
612	0.2849227574
613	0.2848889558
614	0.2847455895
615	0.2846051423
616	0.2843193386
617	0.2841814124
618	0.284037449
619	0.2838601486
620	0.2837875698
621	0.2835884758
622	0.2833087092
623	0.2831510129
624	0.283020882
625	0.2828220533
626	0.2825076228
627	0.2824199179
628	0.282225103
629	0.2820040164
630	0.2818867227
631	0.2816835818
632	0.2815032959
633	0.2811931444
634	0.2809082363
635	0.2807066544
636	0.2805092521
637	0.2802151887
638	0.2800038545
639	0.2797291631
640	0.2795837402
641	0.2793849779
642	0.2792510323
643	0.2791337386
644	0.2789960115
645	0.2788182466
646	0.2787229123
647	0.2786637016
648	0.2784635461
649	0.2782546334
650	0.2780241925
651	0.2779051739
652	0.277853858
653	0.2776918992
654	0.2774652066
655	0.2773050059
656	0.2770781807
657	0.2768674104
658	0.2766952349
659	0.2764893905
660	0.2763170159
661	0.2760658928
662	0.2759236543
663	0.2755948108
664	0.2753870425
665	0.275215746
666	0.2750280961
667	0.2747722626
668	0.2745174906
669	0.2742912292
670	0.2740355948
671	0.2740120598
672	0.2739370595
673	0.2737099026
674	0.273532204
675	0.2734204831
676	0.2732689401
677	0.2730737769
678	0.2729684415
679	0.2728214927
680	0.2726297793
681	0.2723455014
682	0.2721378326
683	0.271974348
684	0.2718158224
685	0.271574435
686	0.271373019
687	0.2712834566
688	0.2708744381
689	0.2706715791
690	0.2705373681
691	0.2704007688
692	0.2701430777
693	0.2699319093
694	0.269608423
695	0.2695301388
696	0.2694045357
697	0.2692277494
698	0.269033233
699	0.2687321041
700	0.2684860561
701	0.2684150032
702	0.268125418
703	0.2679678544
704	0.2677742336
705	0.2675654867
706	0.2673492763
707	0.2671113885
708	0.2669489487
709	0.2667835236
710	0.2667178113
711	0.266509761
712	0.2662262792
713	0.2660235529
714	0.2658030966
715	0.2657302691
716	0.2654764922
717	0.2652668663
718	0.2650967142
719	0.2649967691
720	0.2649425009
721	0.2647606891
722	0.2646508258
723	0.2644738902
724	0.264296739
725	0.2640358303
726	0.2639177737
727	0.2637296096
728	0.2635560741
729	0.2633956246
730	0.2632443138
731	0.2629958111
732	0.2628332055
733	0.2625694772
734	0.2623087676
735	0.2621696804
736	0.2620053996
737	0.2618869947
738	0.2617687391
739	0.2615495433
740	0.2614032745
741	0.2612451636
742	0.2609666244
743	0.2607615595
744	0.2605631455
745	0.2603528396
746	0.2602716529
747	0.2599451314
748	0.2596886179
749	0.2595626333
750	0.2593936091
751	0.2591548422
752	0.2588580753
753	0.2586682859
754	0.2584531701
755	0.2582199926
756	0.2580982706
757	0.2579814082
758	0.2578504977
759	0.2576581706
760	0.2574284761
761	0.2572147204
762	0.2570443029
763	0.2566979118
764	0.2565589241
765	0.25618996
766	0.2560322637
767	0.2557199064
768	0.2556117182
769	0.2554097549
770	0.2553231115
771	0.2551875902
772	0.255052948
773	0.2548856818
774	0.2548123733
775	0.2546569493
776	0.254645671
777	0.2544930002
778	0.2543114372
779	0.2542343471
780	0.2540441098
781	0.2538120601
782	0.2535895804
783	0.2533676147
784	0.2531851229
785	0.2528264087
786	0.2525588823
787	0.2525452489
788	0.2522967131
789	0.252122879
790	0.2518541751
791	0.2516901099
792	0.2514887271
793	0.2514761883
794	0.2512613545
795	0.2510472339
796	0.2509211996
797	0.2506708394
798	0.2504905369
799	0.2503623133
800	0.2502530305
801	0.2499478879
802	0.2498413086
803	0.2496187459
804	0.2493560128
805	0.2491564046
806	0.2490366397
807	0.2489090298
808	0.2487511842
809	0.2486776269
810	0.2485969543
811	0.2483826845
812	0.2481144117
813	0.2480360612
814	0.2478924129
815	0.2477406046
816	0.2475559898
817	0.2473243713
818	0.247272989
819	0.2471854832
820	0.2471273671
821	0.2470332934
822	0.2468207152
823	0.2464283487
824	0.2463080862
825	0.246121448
826	0.246016577
827	0.2459054532
828	0.2455962305
829	0.2454153641
830	0.245249657
831	0.2450696199
832	0.2449045098
833	0.2447835176
834	0.2445937281
835	0.2445015949
836	0.2442327582
837	0.2440767703
838	0.2439567068
839	0.2438980434
840	0.2437333812
841	0.2435266909
842	0.2433217919
843	0.2431866521
844	0.243152353
845	0.2430638852
846	0.2429575381
847	0.24277566
848	0.2426411338
849	0.2424383081
850	0.2420967765
851	0.2418881955
852	0.2417965765
853	0.241619276
854	0.2413846223
855	0.2413124582
856	0.2412330296
857	0.2411543639
858	0.2410150611
859	0.2407995473
860	0.2405665522
861	0.2403666952
862	0.2400482841
863	0.2399358003
864	0.2396522356
865	0.2395413772
866	0.2394364564
867	0.2393190799
868	0.2391123896
869	0.2388097183
870	0.238614555
871	0.2384752688
872	0.23814684
873	0.2377616219
874	0.2375968601
875	0.2373241922
876	0.2372600555
877	0.2370512921
878	0.2367741626
879	0.2367064766
880	0.236573891
881	0.2362810052
882	0.2359902755
883	0.235789921
884	0.2356190059
885	0.2354171753
886	0.2352231565
887	0.2349040488
888	0.2346597423
889	0.2343930452
890	0.2341605974
891	0.2339470241
892	0.233732804
893	0.2336221114
894	0.23342932
895	0.233269932
896	0.2331529369
897	0.232995705
898	0.2328533504
899	0.2327618143
900	0.2326004692
901	0.2324618796
902	0.2322601816
903	0.2319409578
904	0.2316200588
905	0.2315568675
906	0.23134142
907	0.2311092543
908	0.2308644004
909	0.2307437399
910	0.2306154334
911	0.2304806585
912	0.2303409742
913	0.2301891161
914	0.230124797
915	0.2298394908
916	0.2297244528
917	0.2294767463
918	0.2292837723
919	0.2291183969
920	0.2289693086
921	0.2288921854
922	0.2286184062
923	0.2283291858
924	0.2280989274
925	0.2279075788
926	0.2277243739
927	0.2276253742
928	0.2274904997
929	0.2272679039
930	0.2270412611
931	0.2269293412
932	0.2268160281
933	0.2267230158
934	0.2265711577
935	0.2263813516
936	0.2263438515
937	0.2261868352
938	0.2260248101
939	0.2258945631
940	0.2257698391
941	0.2255030093
942	0.2251990609
943	0.2250444495
944	0.2248135608
945	0.2246280338
946	0.2245442598
947	0.224355084
948	0.2241304812
949	0.2240321615
950	0.2238753941
951	0.2238250401
952	0.2234727113
953	0.2232047869
954	0.2230014801
955	0.2229506783
956	0.222632035
957	0.222519518
958	0.222444186
959	0.2223176376
960	0.222117084
961	0.2219325688
962	0.2217460964
963	0.2215122886
964	0.2213148034
965	0.2210670305
966	0.2209509311
967	0.2209154875
968	0.2208088253
969	0.2206896077
970	0.2203992097
971	0.2202767082
972	0.2200973842
973	0.2200275089
974	0.2199545653
975	0.2198541392
976	0.2198476377
977	0.2197445911
978	0.219466284
979	0.2192126399
980	0.2190996419
981	0.2190331832
982	0.2187811147
983	0.2186797432
984	0.2186170827
985	0.2184693046
986	0.2183744182
987	0.2182527625
988	0.2180116073
989	0.2179028718
990	0.217629922
991	0.2174373129
992	0.2174041748
993	0.2172646564
994	0.2171775154
995	0.2169255796
996	0.2168155007
997	0.2165229797
998	0.2164829918
999	0.2164730901
